Time[s] Temp[graderC] Pressure[mbar] altitude[m] accX[mg] accY[mg] accZ[mg] gyroX[degrees/s] gyroY[degrees/s] gyroZ[degrees/s] magX[µT] magY[µT] magZ[µT]
6.83 23.94 1022.10 28.21 0.032696 -0.034648 1.012600 0.56 0.07 -0.77 -0.1350 -0.4935 -0.6405
6.84 23.94 1022.21 28.19 0.032696 -0.036600 1.013088 0.63 0.07 -0.77 -0.1380 -0.4815 -0.6375
6.85 23.94 1022.06 28.24 0.031720 -0.036600 1.012112 0.56 0.07 -0.84 -0.1380 -0.4980 -0.6420
6.86 23.94 1022.06 28.28 0.033672 -0.035624 1.012112 0.56 0.07 -0.84 -0.1410 -0.4980 -0.6315
6.87 23.94 1022.17 28.27 0.034160 -0.035624 1.012600 0.63 0.07 -0.77 -0.1365 -0.4860 -0.6375
6.88 23.94 1022.22 28.24 0.031232 -0.037576 1.012112 0.63 0.07 -0.77 -0.1275 -0.4935 -0.6375
6.89 23.94 1022.22 28.22 0.033184 -0.036112 1.010648 0.63 0.07 -0.77 -0.1305 -0.4920 -0.6405
6.90 23.94 1022.06 28.26 0.033184 -0.036112 1.012600 0.56 0.07 -0.77 -0.1425 -0.4860 -0.6435
6.91 23.94 1022.17 28.26 0.034160 -0.039040 1.013088 0.63 0.07 -0.77 -0.1380 -0.4905 -0.6465
6.92 23.94 1022.17 28.25 0.032696 -0.038064 1.011136 0.63 0.07 -0.77 -0.1305 -0.4980 -0.6315
6.93 23.94 1022.17 28.25 0.032696 -0.037576 1.012600 0.56 0.07 -0.77 -0.1350 -0.4890 -0.6315
6.94 23.94 1022.21 28.23 0.032696 -0.036600 1.012600 0.63 0.07 -0.77 -0.1350 -0.4875 -0.6285
6.95 23.94 1022.19 28.22 0.032696 -0.036112 1.012112 0.63 0.07 -0.77 -0.1395 -0.4935 -0.6315
6.96 23.94 1022.17 28.22 0.031232 -0.035624 1.011624 0.63 0.07 -0.77 -0.1335 -0.4905 -0.6300
6.97 23.94 1022.17 28.22 0.033672 -0.035136 1.013088 0.63 0.07 -0.77 -0.1365 -0.4875 -0.6345
6.98 23.94 1022.18 28.21 0.031232 -0.036112 1.012600 0.56 0.00 -0.77 -0.1350 -0.4890 -0.6360
6.99 23.94 1022.20 28.19 0.032696 -0.036112 1.012600 0.56 0.07 -0.77 -0.1425 -0.4920 -0.6315
7.00 23.94 1022.09 28.23 0.031720 -0.037576 1.013088 0.63 0.07 -0.77 -0.1410 -0.4905 -0.6390
7.01 23.94 1022.09 28.26 0.030744 -0.037088 1.012600 0.63 0.14 -0.77 -0.1380 -0.4905 -0.6405
7.02 23.94 1022.17 28.25 0.033672 -0.037088 1.011136 0.63 0.14 -0.77 -0.1260 -0.4890 -0.6495
7.03 23.94 1022.13 28.26 0.034160 -0.037576 1.012112 0.63 0.14 -0.77 -0.1260 -0.4875 -0.6330
7.04 23.94 1022.08 28.30 0.033672 -0.036112 1.012112 0.63 0.14 -0.77 -0.1350 -0.4950 -0.6360
7.05 23.94 1022.08 28.33 0.032696 -0.037088 1.013088 0.63 0.14 -0.84 -0.1335 -0.4920 -0.6390
7.06 23.94 1022.17 28.32 0.034160 -0.037088 1.012112 0.63 0.14 -0.77 -0.1395 -0.4890 -0.6390
7.07 23.94 1022.13 28.33 0.030744 -0.037088 1.013576 0.63 0.14 -0.77 -0.1365 -0.4965 -0.6360
7.08 23.94 1022.15 28.33 0.032696 -0.037088 1.012112 0.63 0.14 -0.77 -0.1335 -0.4860 -0.6390
7.09 23.94 1022.15 28.33 0.033184 -0.036600 1.011624 0.63 0.14 -0.77 -0.1380 -0.4920 -0.6375
7.10 23.94 1022.12 28.35 0.030256 -0.036112 1.009672 0.63 0.14 -0.77 -0.1290 -0.4950 -0.6255
7.11 23.94 1022.20 28.32 0.031720 -0.036112 1.013088 0.70 0.14 -0.77 -0.1350 -0.4905 -0.6360
7.12 23.94 1022.22 28.30 0.032208 -0.035624 1.013088 0.56 0.07 -0.77 -0.1440 -0.4950 -0.6375
7.13 23.94 1022.22 28.27 0.032696 -0.036600 1.013088 0.56 0.07 -0.77 -0.1350 -0.4935 -0.6345
7.14 23.94 1022.17 28.26 0.032696 -0.038064 1.012600 0.63 0.14 -0.77 -0.1365 -0.4890 -0.6465
7.15 23.94 1022.16 28.26 0.031720 -0.037088 1.013576 0.63 0.07 -0.77 -0.1350 -0.4905 -0.6345
7.16 23.94 1022.24 28.23 0.032696 -0.037088 1.013576 0.49 0.00 -0.77 -0.1455 -0.4935 -0.6360
7.17 23.94 1022.24 28.20 0.032696 -0.036600 1.012112 0.56 0.07 -0.77 -0.1455 -0.4905 -0.6375
7.18 24.00 1022.26 28.16 0.033672 -0.035136 1.013576 0.63 0.07 -0.77 -0.1380 -0.4950 -0.6375
7.19 24.00 1022.26 28.12 0.032208 -0.038064 1.011624 0.56 0.07 -0.77 -0.1335 -0.4950 -0.6360
7.20 24.00 1022.18 28.12 0.032208 -0.036600 1.010648 0.56 0.07 -0.77 -0.1335 -0.4860 -0.6345
7.21 24.00 1022.18 28.11 0.031720 -0.038064 1.013576 0.56 0.07 -0.77 -0.1350 -0.4860 -0.6330
7.22 24.00 1022.13 28.13 0.032696 -0.035624 1.012600 0.56 0.00 -0.77 -0.1440 -0.4935 -0.6375
7.23 24.00 1022.14 28.15 0.031720 -0.038064 1.012600 0.63 0.00 -0.77 -0.1440 -0.4980 -0.6345
7.24 24.00 1022.12 28.17 0.031232 -0.036600 1.012112 0.56 -0.07 -0.84 -0.1380 -0.4905 -0.6450
7.26 24.00 1022.21 28.15 0.032208 -0.037576 1.011624 0.56 -0.07 -0.77 -0.1395 -0.4965 -0.6405
7.28 24.00 1022.18 28.15 0.032208 -0.036112 1.013088 0.56 -0.07 -0.77 -0.1410 -0.4875 -0.6345
7.30 24.00 1022.20 28.14 0.031720 -0.036600 1.013088 0.63 -0.07 -0.84 -0.1395 -0.4905 -0.6390
7.32 24.00 1022.19 28.13 0.034160 -0.037088 1.011624 0.56 0.00 -0.84 -0.1380 -0.4920 -0.6345
7.33 24.00 1022.19 28.13 0.035136 -0.037088 1.012600 0.56 0.00 -0.77 -0.1380 -0.5010 -0.6315
7.34 24.00 1022.23 28.10 0.033672 -0.035624 1.011624 0.56 0.00 -0.84 -0.1440 -0.4935 -0.6360
7.35 24.00 1022.04 28.16 0.033672 -0.037088 1.012600 0.63 0.00 -0.77 -0.1320 -0.4980 -0.6330
7.36 24.00 1022.19 28.15 0.033184 -0.037088 1.012600 0.56 0.00 -0.77 -0.1245 -0.4905 -0.6360
7.37 24.00 1022.19 28.15 0.033184 -0.036600 1.013088 0.56 -0.07 -0.84 -0.1395 -0.4875 -0.6315
7.39 24.00 1022.17 28.15 0.033184 -0.038064 1.013088 0.56 -0.07 -0.77 -0.1335 -0.4890 -0.6330
7.41 24.00 1022.14 28.17 0.033184 -0.036112 1.012600 0.56 0.00 -0.77 -0.1245 -0.4890 -0.6375
7.42 24.00 1022.19 28.16 0.033672 -0.036600 1.012600 0.63 0.07 -0.77 -0.1395 -0.4950 -0.6360
7.43 24.00 1022.13 28.18 0.032696 -0.036112 1.012600 0.56 0.00 -0.77 -0.1320 -0.4935 -0.6270
7.44 24.00 1022.13 28.19 0.032208 -0.037088 1.012600 0.56 0.07 -0.84 -0.1335 -0.4995 -0.6390
7.45 24.00 1022.17 28.19 0.032696 -0.033672 1.011624 0.56 0.07 -0.84 -0.1305 -0.4935 -0.6375
7.46 24.00 1022.14 28.20 0.032696 -0.037088 1.012600 0.63 0.07 -0.77 -0.1395 -0.4980 -0.6360
7.47 24.00 1022.20 28.19 0.033184 -0.035624 1.012112 0.63 0.00 -0.84 -0.1350 -0.4980 -0.6300
7.48 24.00 1022.20 28.17 0.032208 -0.037088 1.011624 0.56 0.07 -0.77 -0.1410 -0.4950 -0.6345
7.49 24.00 1022.20 28.16 0.033184 -0.035624 1.011624 0.63 0.07 -0.84 -0.1350 -0.4860 -0.6390
7.50 24.00 1022.20 28.15 0.033184 -0.036600 1.012600 0.63 0.14 -0.84 -0.1335 -0.4905 -0.6420
7.51 24.00 1022.25 28.12 0.033184 -0.035624 1.013088 0.63 0.14 -0.77 -0.1335 -0.4935 -0.6300
7.52 24.00 1022.25 28.09 0.032208 -0.036112 1.013088 0.56 0.07 -0.77 -0.1335 -0.4935 -0.6405
7.53 24.00 1022.22 28.07 0.032696 -0.038552 1.012600 0.63 0.14 -0.77 -0.1395 -0.5010 -0.6345
7.54 24.00 1022.21 28.06 0.033672 -0.036112 1.011624 0.63 0.14 -0.77 -0.1350 -0.4860 -0.6330
7.55 24.00 1022.15 28.07 0.033184 -0.037088 1.011624 0.56 0.00 -0.77 -0.1305 -0.4920 -0.6345
7.56 24.00 1022.15 28.09 0.032208 -0.035624 1.013088 0.63 0.07 -0.84 -0.1335 -0.4890 -0.6345
7.57 24.00 1022.20 28.08 0.034648 -0.037088 1.014064 0.56 0.00 -0.77 -0.1290 -0.4920 -0.6360
7.58 24.00 1022.14 28.09 0.034160 -0.037088 1.010648 0.63 0.07 -0.84 -0.1425 -0.4980 -0.6330
7.59 24.00 1022.23 28.07 0.033184 -0.036112 1.012600 0.63 0.07 -0.84 -0.1380 -0.4905 -0.6345
7.60 24.00 1022.23 28.05 0.034160 -0.036600 1.012600 0.56 0.00 -0.84 -0.1260 -0.4920 -0.6390
7.61 24.00 1022.21 28.04 0.032208 -0.036112 1.011624 0.56 0.07 -0.77 -0.1380 -0.4965 -0.6300
7.62 24.00 1022.14 28.06 0.034160 -0.034648 1.012600 0.63 0.00 -0.77 -0.1335 -0.4845 -0.6375
7.63 24.00 1022.18 28.06 0.033184 -0.036112 1.012112 0.63 0.00 -0.77 -0.1395 -0.4860 -0.6330
7.64 24.00 1022.18 28.06 0.033184 -0.035624 1.012600 0.63 0.00 -0.77 -0.1350 -0.4890 -0.6450
7.65 24.00 1022.14 28.08 0.033184 -0.035624 1.012600 0.63 0.07 -0.77 -0.1305 -0.4860 -0.6375
7.66 24.00 1022.12 28.10 0.033672 -0.036112 1.013088 0.63 0.07 -0.77 -0.1320 -0.4890 -0.6420
7.67 24.00 1022.14 28.12 0.032208 -0.036112 1.012600 0.63 0.07 -0.77 -0.1425 -0.4950 -0.6315
7.68 24.00 1022.14 28.13 0.034160 -0.036112 1.011624 0.63 0.07 -0.77 -0.1305 -0.5040 -0.6390
7.69 24.00 1022.15 28.14 0.032696 -0.038552 1.012112 0.63 0.07 -0.84 -0.1305 -0.4995 -0.6375
7.70 24.00 1022.19 28.13 0.033184 -0.036112 1.011624 0.56 0.07 -0.84 -0.1305 -0.4875 -0.6315
7.71 24.00 1022.16 28.14 0.033672 -0.037088 1.012600 0.63 0.07 -0.77 -0.1335 -0.4920 -0.6360
7.72 24.00 1022.16 28.15 0.033672 -0.035136 1.012600 0.63 0.07 -0.77 -0.1365 -0.4920 -0.6330
7.73 24.00 1022.08 28.19 0.033672 -0.036600 1.012600 0.56 0.07 -0.77 -0.1260 -0.4920 -0.6360
7.74 24.00 1022.25 28.15 0.034160 -0.035136 1.013088 0.56 0.14 -0.77 -0.1380 -0.5010 -0.6270
7.75 24.00 1022.11 28.18 0.031720 -0.035136 1.011624 0.56 0.14 -0.77 -0.1425 -0.4965 -0.6345
7.76 24.00 1022.11 28.20 0.033672 -0.036600 1.010648 0.63 0.07 -0.77 -0.1275 -0.4875 -0.6390
7.77 24.00 1022.18 28.20 0.032696 -0.035624 1.012112 0.63 0.07 -0.77 -0.1305 -0.4890 -0.6330
7.78 24.00 1022.12 28.22 0.033184 -0.035624 1.013088 0.63 0.14 -0.77 -0.1410 -0.4890 -0.6315
7.79 23.94 1022.17 28.22 0.033672 -0.037088 1.011624 0.63 0.07 -0.77 -0.1410 -0.4905 -0.6255
7.80 23.94 1022.17 28.22 0.034160 -0.037576 1.012600 0.63 0.07 -0.77 -0.1305 -0.4920 -0.6315
7.81 23.94 1022.13 28.23 0.034648 -0.035624 1.011624 0.63 0.07 -0.77 -0.1380 -0.4935 -0.6375
7.82 23.94 1022.20 28.22 0.032696 -0.036600 1.012600 0.63 0.07 -0.77 -0.1395 -0.4920 -0.6375
7.83 23.94 1022.16 28.22 0.034160 -0.037088 1.012112 0.56 0.07 -0.77 -0.1335 -0.4860 -0.6330
7.84 23.94 1022.16 28.22 0.032208 -0.036112 1.012600 0.56 0.14 -0.77 -0.1305 -0.4860 -0.6345
7.85 23.94 1022.15 28.23 0.033672 -0.036600 1.011624 0.56 0.07 -0.77 -0.1440 -0.4980 -0.6315
7.86 23.94 1022.20 28.21 0.035136 -0.037088 1.012112 0.56 0.07 -0.84 -0.1305 -0.4935 -0.6345
7.87 23.94 1022.22 28.19 0.034160 -0.035136 1.010648 0.63 0.07 -0.77 -0.1395 -0.4860 -0.6315
7.88 23.94 1022.22 28.17 0.035136 -0.036600 1.013088 0.56 0.07 -0.77 -0.1365 -0.4845 -0.6300
7.89 23.94 1022.18 28.17 0.032208 -0.036600 1.012112 0.56 0.07 -0.84 -0.1245 -0.5070 -0.6255
7.90 23.94 1022.06 28.21 0.034160 -0.037576 1.011624 0.63 0.07 -0.84 -0.1335 -0.4935 -0.6330
7.91 23.94 1022.16 28.21 0.034648 -0.037576 1.012600 0.56 0.07 -0.77 -0.1425 -0.4965 -0.6270
7.92 23.94 1022.16 28.21 0.031720 -0.036600 1.013576 0.63 0.07 -0.77 -0.1395 -0.4905 -0.6270
7.93 23.94 1022.16 28.22 0.031720 -0.038064 1.012112 0.63 0.07 -0.77 -0.1305 -0.4890 -0.6375
7.94 23.94 1022.12 28.24 0.033184 -0.035624 1.012112 0.63 0.07 -0.77 -0.1350 -0.4860 -0.6360
7.95 23.94 1022.20 28.22 0.034160 -0.037088 1.012112 0.63 0.07 -0.77 -0.1395 -0.4935 -0.6330
7.96 23.94 1022.20 28.20 0.034160 -0.036600 1.012600 0.56 0.07 -0.77 -0.1320 -0.4965 -0.6360
7.97 23.94 1022.16 28.21 0.032696 -0.036112 1.012600 0.56 0.07 -0.77 -0.1350 -0.4890 -0.6405
7.98 23.94 1022.25 28.17 0.033672 -0.036600 1.013088 0.56 0.14 -0.77 -0.1320 -0.4920 -0.6315
7.99 23.94 1022.21 28.16 0.031720 -0.037088 1.012600 0.63 0.14 -0.77 -0.1320 -0.4890 -0.6300
8.00 23.94 1022.21 28.14 0.032696 -0.035624 1.012600 0.63 0.14 -0.77 -0.1335 -0.4815 -0.6330
8.01 23.94 1022.22 28.12 0.031720 -0.038064 1.013088 0.63 0.14 -0.77 -0.1350 -0.4935 -0.6405
8.02 23.94 1022.14 28.14 0.032696 -0.037088 1.011624 0.56 0.07 -0.84 -0.1215 -0.4905 -0.6315
8.03 24.00 1022.14 28.15 0.031720 -0.035136 1.013088 0.56 0.07 -0.77 -0.1305 -0.4905 -0.6330
8.04 24.00 1022.13 28.17 0.031720 -0.036600 1.012600 0.63 0.07 -0.77 -0.1350 -0.4950 -0.6375
8.05 24.00 1022.13 28.19 0.033184 -0.037576 1.012112 0.63 0.07 -0.77 -0.1395 -0.4965 -0.6345
8.06 24.00 1022.19 28.18 0.034160 -0.036600 1.012112 0.56 0.07 -0.77 -0.1335 -0.4830 -0.6345
8.07 24.00 1022.19 28.17 0.033672 -0.035624 1.011624 0.56 0.14 -0.77 -0.1335 -0.4860 -0.6330
8.08 24.00 1022.17 28.17 0.033184 -0.037088 1.012112 0.56 0.14 -0.77 -0.1365 -0.4815 -0.6360
8.09 24.00 1022.17 28.17 0.033184 -0.036600 1.012112 0.56 0.07 -0.77 -0.1380 -0.4995 -0.6285
8.10 24.00 1022.13 28.19 0.033672 -0.037088 1.011136 0.63 0.07 -0.77 -0.1410 -0.4875 -0.6390
8.11 24.00 1022.13 28.20 0.031232 -0.035624 1.011624 0.63 0.07 -0.77 -0.1350 -0.4905 -0.6270
8.12 24.00 1022.13 28.22 0.030744 -0.036112 1.012112 0.63 0.07 -0.77 -0.1335 -0.4920 -0.6360
8.13 24.00 1022.25 28.18 0.032696 -0.036112 1.011136 0.63 0.14 -0.77 -0.1305 -0.4950 -0.6255
8.14 24.00 1022.12 28.21 0.032696 -0.034648 1.012112 0.56 0.14 -0.77 -0.1350 -0.4980 -0.6375
8.15 24.00 1022.12 28.23 0.031720 -0.036112 1.012600 0.63 0.07 -0.77 -0.1350 -0.4905 -0.6315
8.16 24.00 1022.19 28.22 0.032696 -0.036112 1.012600 0.63 0.14 -0.84 -0.1320 -0.4905 -0.6315
8.17 24.00 1022.20 28.20 0.032696 -0.036600 1.013576 0.56 0.07 -0.77 -0.1350 -0.4965 -0.6285
8.18 24.00 1022.17 28.20 0.033184 -0.037088 1.013576 0.56 0.07 -0.84 -0.1350 -0.4830 -0.6360
8.19 24.00 1022.17 28.20 0.032208 -0.035624 1.011624 0.63 0.14 -0.77 -0.1305 -0.4860 -0.6225
8.20 24.00 1022.17 28.20 0.033184 -0.037088 1.012112 0.63 0.14 -0.77 -0.1335 -0.4845 -0.6345
8.21 24.00 1022.06 28.24 0.030744 -0.036112 1.012112 0.56 0.07 -0.84 -0.1335 -0.4845 -0.6345
8.22 24.00 1022.20 28.23 0.034160 -0.037088 1.012112 0.56 0.07 -0.77 -0.1380 -0.4890 -0.6300
8.23 24.00 1022.20 28.21 0.033184 -0.036600 1.012600 0.63 0.07 -0.77 -0.1335 -0.4905 -0.6330
8.24 24.00 1022.10 28.24 0.030256 -0.035624 1.012112 0.56 0.07 -0.77 -0.1395 -0.4920 -0.6345
8.25 24.00 1022.16 28.24 0.032696 -0.036600 1.012112 0.63 0.07 -0.77 -0.1260 -0.4860 -0.6330
8.26 24.00 1022.26 28.20 0.031720 -0.037576 1.011136 0.63 0.07 -0.77 -0.1275 -0.4875 -0.6270
8.27 24.00 1022.26 28.17 0.033672 -0.036600 1.011624 0.56 0.07 -0.77 -0.1305 -0.4905 -0.6315
8.28 23.94 1022.13 28.18 0.031232 -0.035624 1.011136 0.63 0.07 -0.77 -0.1440 -0.4890 -0.6375
8.29 23.94 1022.15 28.19 0.032208 -0.036112 1.014064 0.56 0.07 -0.77 -0.1320 -0.4905 -0.6285
8.30 23.94 1022.17 28.19 0.032208 -0.037088 1.012600 0.56 0.07 -0.77 -0.1335 -0.4890 -0.6360
8.31 23.94 1022.17 28.19 0.033184 -0.034648 1.012112 0.56 0.07 -0.77 -0.1305 -0.4950 -0.6330
8.32 23.94 1022.22 28.17 0.033672 -0.035624 1.011624 0.56 0.07 -0.77 -0.1290 -0.4920 -0.6330
8.33 23.94 1022.14 28.18 0.031720 -0.034648 1.011624 0.63 0.07 -0.77 -0.1365 -0.4860 -0.6270
8.34 23.94 1022.17 28.18 0.031720 -0.036600 1.012112 0.63 0.00 -0.77 -0.1320 -0.4980 -0.6435
8.35 23.94 1022.17 28.18 0.034160 -0.037088 1.012112 0.63 0.00 -0.77 -0.1260 -0.4935 -0.6300
8.36 23.94 1022.15 28.19 0.031720 -0.037088 1.013088 0.56 0.07 -0.77 -0.1380 -0.4815 -0.6330
8.37 23.94 1022.22 28.17 0.031720 -0.036600 1.012600 0.63 0.00 -0.77 -0.1245 -0.4905 -0.6360
8.38 23.94 1022.21 28.15 0.031720 -0.036600 1.012600 0.63 0.00 -0.84 -0.1305 -0.4935 -0.6360
8.39 23.94 1022.21 28.13 0.032208 -0.034648 1.012112 0.56 0.00 -0.77 -0.1305 -0.4860 -0.6375
8.40 24.00 1022.20 28.12 0.032696 -0.034648 1.012112 0.56 0.07 -0.77 -0.1380 -0.4890 -0.6405
8.41 24.00 1022.15 28.14 0.034160 -0.036600 1.012112 0.56 0.00 -0.77 -0.1290 -0.4845 -0.6330
8.42 24.00 1022.14 28.15 0.033184 -0.036600 1.013576 0.56 0.07 -0.84 -0.1350 -0.4935 -0.6375
8.43 24.00 1022.14 28.16 0.032696 -0.036112 1.012600 0.56 0.07 -0.77 -0.1260 -0.4905 -0.6240
8.44 24.00 1022.17 28.17 0.033184 -0.035624 1.012600 0.56 0.07 -0.77 -0.1290 -0.4845 -0.6285
8.45 24.00 1022.14 28.18 0.033184 -0.036112 1.014552 0.63 0.07 -0.77 -0.1440 -0.5010 -0.6210
8.46 24.00 1022.13 28.20 0.032696 -0.037576 1.013576 0.56 0.07 -0.77 -0.1335 -0.4890 -0.6240
8.47 24.00 1022.13 28.21 0.033672 -0.036112 1.013088 0.56 0.07 -0.77 -0.1365 -0.4905 -0.6315
8.48 24.00 1022.18 28.20 0.031720 -0.036112 1.012600 0.56 0.00 -0.84 -0.1275 -0.4920 -0.6300
8.49 24.00 1022.12 28.22 0.030744 -0.037088 1.012600 0.63 0.07 -0.77 -0.1290 -0.4875 -0.6300
8.50 24.00 1022.11 28.25 0.032696 -0.037088 1.012112 0.56 0.07 -0.84 -0.1395 -0.4875 -0.6345
8.51 24.00 1022.11 28.27 0.032696 -0.037088 1.011136 0.63 0.07 -0.84 -0.1320 -0.4920 -0.6345
8.52 24.00 1022.11 28.29 0.034648 -0.036112 1.012112 0.63 0.07 -0.77 -0.1305 -0.4980 -0.6270
8.53 24.00 1022.18 28.29 0.033672 -0.038552 1.012600 0.63 0.07 -0.77 -0.1320 -0.4950 -0.6345
8.54 24.00 1022.21 28.26 0.032208 -0.037088 1.011624 0.56 0.00 -0.77 -0.1350 -0.4890 -0.6315
8.55 24.00 1022.21 28.24 0.032208 -0.036112 1.011624 0.63 0.07 -0.77 -0.1320 -0.4905 -0.6360
8.56 24.00 1022.13 28.25 0.033672 -0.036600 1.012600 0.63 0.07 -0.77 -0.1290 -0.4845 -0.6360
8.57 24.00 1022.12 28.27 0.031720 -0.035136 1.011136 0.63 0.07 -0.77 -0.1290 -0.4935 -0.6255
8.58 24.00 1022.12 28.29 0.031720 -0.037576 1.012112 0.63 0.07 -0.77 -0.1320 -0.4920 -0.6435
8.59 24.00 1022.19 28.27 0.034160 -0.036600 1.011624 0.63 0.00 -0.84 -0.1380 -0.4995 -0.6345
8.60 24.00 1022.23 28.24 0.032696 -0.036600 1.013088 0.63 0.00 -0.77 -0.1305 -0.4905 -0.6360
8.61 24.00 1022.18 28.24 0.031720 -0.036600 1.012112 0.63 0.07 -0.77 -0.1410 -0.4965 -0.6360
8.62 24.00 1022.18 28.23 0.032696 -0.035624 1.011624 0.63 0.07 -0.84 -0.1260 -0.4920 -0.6345
8.63 24.00 1022.20 28.22 0.033672 -0.036112 1.012600 0.56 0.07 -0.84 -0.1335 -0.4860 -0.6345
8.64 24.00 1022.10 28.24 0.034160 -0.034648 1.012112 0.56 0.07 -0.77 -0.1350 -0.5010 -0.6330
8.65 24.00 1022.18 28.23 0.033672 -0.035624 1.013576 0.63 0.07 -0.77 -0.1335 -0.5025 -0.6360
8.66 24.00 1022.18 28.23 0.032696 -0.036600 1.012112 0.63 0.07 -0.77 -0.1275 -0.4950 -0.6285
8.67 24.00 1022.20 28.21 0.032208 -0.035624 1.013088 0.63 0.07 -0.77 -0.1290 -0.4980 -0.6360
8.68 24.00 1022.18 28.21 0.032696 -0.037576 1.012112 0.63 0.07 -0.70 -0.1365 -0.4950 -0.6300
8.69 24.00 1022.12 28.23 0.032208 -0.036112 1.012600 0.56 0.07 -0.77 -0.1320 -0.4935 -0.6345
8.70 24.00 1022.12 28.25 0.033672 -0.036600 1.013088 0.63 0.07 -0.77 -0.1395 -0.4875 -0.6315
8.71 24.00 1022.16 28.25 0.032208 -0.037576 1.012112 0.63 0.14 -0.77 -0.1335 -0.4935 -0.6330
8.72 24.00 1022.15 28.26 0.033672 -0.036600 1.013088 0.63 0.07 -0.77 -0.1305 -0.4920 -0.6270
8.73 24.00 1022.21 28.24 0.033672 -0.036600 1.011624 0.63 0.07 -0.84 -0.1275 -0.4950 -0.6315
8.74 24.00 1022.21 28.22 0.033184 -0.036600 1.013576 0.63 0.07 -0.77 -0.1380 -0.4875 -0.6330
8.75 24.00 1022.19 28.20 0.032696 -0.038064 1.013576 0.56 0.07 -0.77 -0.1245 -0.4980 -0.6270
8.76 24.00 1022.15 28.21 0.034160 -0.035624 1.011624 0.56 0.14 -0.77 -0.1365 -0.4920 -0.6375
8.77 24.00 1022.23 28.19 0.033672 -0.035624 1.012112 0.63 0.14 -0.77 -0.1320 -0.4890 -0.6315
8.78 24.00 1022.23 28.16 0.031232 -0.036600 1.012600 0.56 0.07 -0.77 -0.1410 -0.4890 -0.6345
8.79 24.00 1022.22 28.14 0.035136 -0.035624 1.012112 0.56 0.07 -0.84 -0.1290 -0.4935 -0.6390
8.80 24.00 1022.24 28.11 0.032696 -0.037576 1.013088 0.56 0.07 -0.77 -0.1395 -0.4815 -0.6315
8.81 24.00 1022.23 28.09 0.033184 -0.037088 1.012600 0.63 0.07 -0.77 -0.1365 -0.4845 -0.6195
8.82 24.00 1022.23 28.08 0.032696 -0.035624 1.011624 0.56 0.14 -0.77 -0.1425 -0.4860 -0.6255
8.83 24.00 1022.17 28.08 0.034648 -0.038064 1.011624 0.56 0.07 -0.77 -0.1305 -0.4875 -0.6360
8.84 24.00 1022.22 28.06 0.034160 -0.036600 1.012112 0.56 0.07 -0.77 -0.1335 -0.4965 -0.6375
8.85 24.00 1022.21 28.05 0.032696 -0.037088 1.012112 0.63 0.14 -0.77 -0.1335 -0.4980 -0.6315
8.86 24.00 1022.21 28.04 0.033184 -0.035136 1.011624 0.56 0.07 -0.77 -0.1320 -0.4845 -0.6360
8.87 24.00 1022.10 28.08 0.033184 -0.036600 1.011624 0.63 0.07 -0.84 -0.1410 -0.4860 -0.6315
8.88 24.00 1022.16 28.09 0.033672 -0.036112 1.012600 0.63 0.07 -0.77 -0.1290 -0.4950 -0.6285
8.89 24.00 1022.18 28.09 0.032208 -0.037576 1.011136 0.56 0.07 -0.84 -0.1410 -0.4965 -0.6360
8.90 24.00 1022.18 28.10 0.033672 -0.037576 1.013576 0.63 0.07 -0.84 -0.1335 -0.4875 -0.6300
8.91 24.00 1022.22 28.08 0.033184 -0.035624 1.011136 0.63 0.07 -0.77 -0.1275 -0.4980 -0.6285
8.92 24.00 1022.12 28.11 0.033184 -0.038064 1.013576 0.63 0.07 -0.77 -0.1290 -0.4875 -0.6315
8.93 24.00 1022.16 28.12 0.034160 -0.035136 1.012600 0.56 0.07 -0.77 -0.1335 -0.4965 -0.6240
8.94 24.00 1022.16 28.13 0.032696 -0.034648 1.012600 0.56 0.07 -0.77 -0.1425 -0.4935 -0.6285
8.95 24.00 1022.18 28.12 0.033672 -0.036600 1.013576 0.56 0.07 -0.84 -0.1305 -0.4815 -0.6315
8.96 24.00 1022.19 28.12 0.031720 -0.036112 1.012112 0.63 0.07 -0.77 -0.1440 -0.4935 -0.6270
8.97 24.00 1022.09 28.16 0.032208 -0.038552 1.012600 0.63 0.07 -0.77 -0.1245 -0.4965 -0.6225
8.98 24.00 1022.09 28.19 0.034160 -0.036112 1.011624 0.63 0.07 -0.77 -0.1350 -0.4980 -0.6420
8.99 24.00 1022.13 28.21 0.034160 -0.035624 1.012600 0.63 0.07 -0.77 -0.1305 -0.4920 -0.6315
9.00 24.00 1022.05 28.26 0.033672 -0.037576 1.011136 0.63 0.07 -0.77 -0.1290 -0.4920 -0.6360
9.01 24.00 1022.19 28.25 0.032696 -0.037576 1.011624 0.63 0.07 -0.77 -0.1335 -0.4950 -0.6330
9.02 24.00 1022.19 28.24 0.033672 -0.036600 1.012112 0.63 0.07 -0.77 -0.1350 -0.4920 -0.6330
9.03 24.00 1022.16 28.24 0.032696 -0.035624 1.012112 0.63 0.07 -0.84 -0.1275 -0.4935 -0.6315
9.04 24.00 1022.13 28.26 0.033184 -0.036600 1.012112 0.56 0.07 -0.77 -0.1380 -0.4905 -0.6465
9.05 24.00 1022.16 28.26 0.032208 -0.037576 1.011624 0.63 0.14 -0.84 -0.1320 -0.4875 -0.6210
